tokenid,pageid,title,wordcount,image_url,image_name,extract
990,1901116,Edo language,5425,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Nigeria_Benin_Cameroon_languages.png/50px-Nigeria_Benin_Cameroon_languages.png,Nigeria_Benin_Cameroon_languages.png,"Edo (with diacritics, <i lang=""ig"" title=""Igbo language text"">Ẹ̀dó), also called Bini (Benin), is a Volta–Niger language spoken in Edo State, Nigeria. It is the primary native language of the Edo people and was the primary language of the Benin Empire and its predecessor, Igodomigodo.
"
991,18637865,Gun language,2193,,,"Gun language (Gun: <i lang=""guw"">gungbe) is a language in the Gbe languages group. It is spoken by the Gun people in Benin and Nigeria. This language is close to Fon, as well as to Agbome, Kpase, Maxi and Weme (Ouémé) languages. It is the second most spoken language of Benin. It is used in some schools in the Ouémé Department of Benin.It is mainly spoken in south Benin in Porto-Novo, Sèmè-Kpodji, Bonou, Adjarra, Avrankou, Dangbo, Akpro-Missérété, Cotonou, and other cities where Gun people live. Gun is also spoken by a minority of people in southwest Nigeria near the border with Benin.
"
992,52980,Hakka Chinese,20269,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Kejiahua.png/37px-Kejiahua.png,Kejiahua.png,"Hakka is a language group of varieties of Chinese, spoken natively by the Hakka people throughout Southern China, Taiwan, Hong Kong, Macau and throughout the diaspora areas of East Asia, Southeast Asia and in overseas Chinese communities around the world.
Due to its primary usage in scattered isolated regions where communication is limited to the local area, Hakka has developed numerous varieties or dialects, spoken in different provinces, such as Guangdong, Guangxi, Hainan, Fujian, Sichuan, Hunan, Jiangxi and Guizhou, as well as in Hong Kong, Taiwan, Singapore, Malaysia and Indonesia. Hakka is not mutually intelligible with Yue, Wu, Southern Min, Mandarin or other branches of Chinese, and itself contains a few mutually unintelligible varieties. It is most closely related to Gan and is sometimes classified as a variety of Gan, with a few northern Hakka varieties even being partially mutually intelligible with southern Gan. There is also a possibility that the similarities are just a result of shared areal features.Taiwan (where Hakka is the native language of a significant minority of the island's residents) is a center for the study and preservation of the language. Pronunciation differences exist between the Taiwanese Hakka dialects and Mainland China's Hakka dialects; even in Taiwan, two major local varieties of Hakka exist.
The Meixian dialect (Moiyen) of Northeast Guangdong in China has been taken as the ""standard"" dialect by the People's Republic of China. The Guangdong Provincial Education Department created an official romanization of Moiyen in 1960, one of four languages receiving this status in Guangdong.
"
994,1354285,Old Ruthenian language,256,,,"Old Ruthenian language may refer to:

Old East Slavic, a language used in the 10th–15th centuries by East Slavs in Kievan Rus'
Ruthenian language, varieties of Eastern Slavonic spoken in the Grand Duchy of Lithuania<br>"
995,1212575,Pahari-Pothwari,22366,,,"The Indo-Aryan language spoken on the Pothohar Plateau in the far north of Pakistani Punjab, as well as in most of Pakistan's Azad Kashmir and in western areas of Indian Jammu and Kashmir, is known by a variety of names, the most common of which are Pahari (English: ) and Pothwari (or Pothohari).
The language is transitional between Hindko and Standard Punjabi. There have been efforts at cultivation as a literary language, although a local standard has not been established yet.Grierson in his early 20th-century Linguistic Survey of India assigned it to a so-called ""Northern cluster"" of Lahnda (Western Punjabi), but this classification, as well as the validity of the Lahnda grouping in this case, have been called into question.


"
996,1438533,Register (sociolinguistics),11122,,,"In sociolinguistics, a register is a variety of language used for a particular purpose or in a particular communicative situation. For example, when speaking officially or in a public setting, an English speaker may be more likely to follow prescriptive norms for formal usage than in a casual setting: for example by pronouncing words ending in -ing with a velar nasal instead of an alveolar nasal (e.g. ""walking"", not ""walkin'""), choosing words that are considered more ""formal"" (such as father vs. dad, or child vs. kid), and refraining from using words considered nonstandard, such as ain't.
As with other types of language variation, there tends to be a spectrum of registers rather than a discrete set of obviously distinct varieties—numerous registers can be identified, with no clear boundaries between them. Discourse categorisation is a complex problem, and even in the general definition of ""register"" given above (language variation defined by use not user), there are cases where other kinds of language variation, such as regional or age dialect, overlap. Due to this complexity, scholarly consensus has not been reached for the definitions of terms such as ""register"", ""field"" or ""tenor""; different scholars' definitions of these terms are often in direct contradiction of each other. Additional terms such as diatype, genre, text types, style, acrolect, mesolect, basilect, sociolect and ethnolect, among many others, may be used to cover the same or similar ground. Some prefer to restrict the domain of the term ""register"" to a specific vocabulary (Wardhaugh, 1986) (which one might commonly call slang, jargon, argot or cant), while others argue against the use of the term altogether (e.g. Crystal and Davy 1969, who critiqued the way the term has been used ""in an almost indiscriminate manner""). These various approaches with their own ""register"", or set of terms and meanings, fall under disciplines such as sociolinguistics, stylistics (e.g. Wardhaugh 1986), pragmatics (Joos 1961) or systemic functional grammar (Halliday and Hasan 1976).



"
997,20345678,Telephone interpreting,14276,,,"Telephone interpreting connects human interpreters via telephone to individuals who wish to speak to each other but do not share a common language. The telephone interpreter converts the spoken language from one language to another, enabling listeners and speakers to understand each other. Interpretation over the telephone most often takes place in consecutive mode, which means that the interpreter waits until the speaker finishes an utterance before rendering the interpretation into the other language.
Telephone interpreting is one modality or delivery mechanism for providing interpreting services. Other forms of delivering interpreting services include in-person interpreting and video interpreting for the deaf and hard of hearing.
"
998,148223,Tuareg languages,27425,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Tuareg_area.png/50px-Tuareg_area.png,Tuareg_area.png,"The Tuareg (English: ) languages constitute a group of closely related Berber languages and dialects. They are spoken by the Tuareg Berbers in large parts of Mali, Niger, Algeria, Libya and Burkina Faso, with a few speakers, the Kinnin, in Chad."
1001,205643,Cheyenne language,36374,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Cheyenne_USC2000_PHS.svg/50px-Cheyenne_USC2000_PHS.svg.png,Cheyenne_USC2000_PHS.svg,"The Cheyenne language (<i lang=""chy"" title=""Cheyenne language text"">Tsėhésenėstsestȯtse), is the Native American language spoken by the Cheyenne people, predominantly in present-day Montana and Oklahoma, in the United States. It is part of the Algonquian language family. Like all other Algonquian languages, it has complex agglutinative morphology. This language is considered endangered, at different levels, in both states.
"
1004,2307492,Classical Nahuatl,12639,,,"Classical Nahuatl (also known simply as Aztec or Nahuatl) is any of the variants of Nahuatl, spoken in the Valley of Mexico and central Mexico as a lingua franca at the time of the 16th-century Spanish conquest of the Aztec Empire. During the subsequent centuries, it was largely displaced by Spanish and evolved into some of the modern Nahuan languages in use today (other modern dialects descend more directly from other 16th-century variants). Although classified as an extinct language, Classical Nahuatl has survived through a multitude of written sources transcribed by Nahua peoples and Spaniards in the Latin script.



"
1005,6218630,Cypriot Turkish,11267,,,"Cypriot Turkish (Kıbrıs Türkçesi) is a dialect of the Turkish language spoken by Turkish Cypriots both in Cyprus and among its diaspora.
"
1006,10803,Finno-Ugric languages,27909,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Finno-Ugric_Languages.png/50px-Finno-Ugric_Languages.png,Finno-Ugric_Languages.png,"Finno-Ugric ( or ; Fenno-Ugric) or Finno-Ugrian (Fenno-Ugrian), is a traditional grouping of all languages in the Uralic language family except the Samoyedic languages. Its formerly commonly accepted status as a subfamily of Uralic is based on criteria formulated in the 19th century and is criticized by some contemporary linguists such as Tapani Salminen and Ante Aikio as inaccurate and misleading. The three most-spoken Uralic languages, Hungarian, Finnish, and Estonian, are all included in Finno-Ugric, although linguistic roots common to both branches of the traditional Finno-Ugric language tree (Finno-Permic and Ugric) are distant.
The term Finno-Ugric, which originally referred to the entire family, is sometimes used as a synonym for the term Uralic, which includes the Samoyedic languages, as commonly happens when a language family is expanded with further discoveries.
"
1009,366876,Iban language,22288,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/WIKITONGUES-_Sedang_speaking_Iban.webm/50px--WIKITONGUES-_Sedang_speaking_Iban.webm.jpg,WIKITONGUES-_Sedang_speaking_Iban.webm,"The Iban language (jaku Iban) is spoken by the Iban, a branch of the Dayak ethnic group, who live in the Malaysian state of Sarawak, the Indonesian province of West Kalimantan and in Brunei. It belongs to the Malayic languages, a Malayo-Polynesian branch of the Austronesian language family.
"
1010,3734783,Ifugao language,3679,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Ifugao_dialect_cluster_map.png/32px-Ifugao_dialect_cluster_map.png,Ifugao_dialect_cluster_map.png,"Ifugao or Batad is a Malayo-Polynesian language spoken in the northern valleys of Ifugao, Philippines. It is a member of the Northern Luzon subfamily and is closely related to the Bontoc and Kankanaey languages. It is a dialect continuum, and its four main varieties—such as Tuwali—are sometimes considered separate languages.Loanwords from other languages, such as Ilokano, are replacing some older terminology."
1011,2942390,List of Telugu-language television channels,9338,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/India_Andhra_Pradesh_locator_map.svg/45px-India_Andhra_Pradesh_locator_map.svg.png,India_Andhra_Pradesh_locator_map.svg,"





This is a list of satellite television channels in Telugu language (spoken primarily in the Indian states of Andhra Pradesh and Telangana) broadcasting at least throughout the Telugu states.Most of them have a base in Karnataka state also.
"
1012,18291,Luxembourgish,45040,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Moselfrankisch.png/44px-Moselfrankisch.png,Moselfrankisch.png,"

Luxembourgish, Luxemburgish ( <i title=""English pronunciation respelling"">LUK-səm-bur-gish), Letzeburgesch ( <i title=""English pronunciation respelling"">LETS(-ə)-bur-GESH or <i title=""English pronunciation respelling"">LETS(-ə)-bur-gish) (Luxembourgish: <i lang=""lb"" title=""Luxembourgish language text"">Lëtzebuergesch), or Luxembourgian is a West Germanic language that is spoken mainly in Luxembourg. About 390,000 people speak Luxembourgish worldwide.As a standard form of the Moselle Franconian language, Luxembourgish has similarities with other varieties of High German and the wider group of West Germanic languages. The status of Luxembourgish as an official language in Luxembourg, and the existence there of a regulatory body, have removed Luxembourgish, at least in part, from the domain of Standard German, its traditional <i lang=""de"" title=""German language text"">Dachsprache.
"
1013,1051036,Northern Indo-Aryan languages,7325,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Major_Indo-Aryan_languages.png/48px-Major_Indo-Aryan_languages.png,Major_Indo-Aryan_languages.png,"



The Northern Indo-Aryan languages, also known as Pahāṛi languages, are a group of Indo-Aryan languages spoken in the lower ranges of the Himalayas, from Nepal in the east, through the Indian states of Uttarakhand and Himachal Pradesh, reaching as far west as the Jammu region of Jammu and Kashmir. The name Pahari (not to be confused with the various other languages with that name) is Grierson's term."
1014,770717,Northern Kalapuya language,2009,,,"Northern Kalapuyan is a Kalapuyan language indigenous to northwestern Oregon in the United States. It was spoken by Kalapuya groups in the northern Willamette Valley southwest of present-day Portland.
Three distinct dialects of the language have been identified. The Tualatin dialect (Tfalati, Atfalati) was spoken along the Tualatin River. The Yamhill (Yamhala) dialect was spoken along the Yamhill River. The language is closely related to Central Kalapuya, spoken by related groups in the central and southern Willamette Valley.
Northern Kalapuya is now extinct. The last speaker was Louis Kenoyer who died in 1937."
1015,1640071,Southwestern Brittonic languages,3544,,,"The Southwestern Brittonic languages (Cornish: <i lang=""kw"">Brythonek Dyghowbarthgorlewin, Breton: <i lang=""br"">Predeneg Kreisteizkornôg) are the Brittonic Celtic tongues spoken in South West England and Brittany since the Early Middle Ages. During the period of their earliest attestation, the languages appear to be indistinguishable, but they gradually evolved into the Cornish and Breton languages. Both languages evolved from the Common Brittonic formerly spoken across most of Britain and were thus related to the Welsh and Cumbric varieties spoken in Wales and Hen Ogledd (the Old North, i.e. Northern England and the Scottish Lowlands), respectively.
The earliest stage of the languages, Primitive Cornish/Primitive Breton, is unattested. Written sources are extant from the Old Cornish/Breton period, roughly 800–1100, in which phase the languages are indistinguishable. As such, some linguists such as Peter Schrijver use the term Southwest British (i.e. Southwest Brittonic) to describe the language when ""Old Cornish"" and ""Old Breton"" were indistinguishable and only separated by geography rather than linguistically."
1017,21332641,Tibetan language,505,,,"Tibetan language may refer to:

Classical Tibetan, the classical language used also as a contemporary written standard
Standard Tibetan, the most widely used spoken dialect
Any of the other Tibetic languages"
1018,1594973,Tobagonian Creole,1163,,,"Tobagonian English Creole is an English-based creole language and the generally spoken language in Tobago. It is distinct from Trinidadian Creole and closer to other Lesser Antillean creoles.
"
1019,1905629,Warlpiri language,14584,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Warlpiri_map.png/50px-Warlpiri_map.png,Warlpiri_map.png,"


The Warlpiri ( or ) (Warlpiri: <i lang=""wbp"">Warlpiri Warlpiri pronunciation: <span title=""Representation in the International Phonetic Alphabet (IPA)"">[waɭpiɻi] &gt; ['waɭbɪ̆ˌɻi]) language is spoken by about 3,000 of the Warlpiri people in Australia's Northern Territory. It is one of the Ngarrkic languages of the large Pama–Nyungan family and is one of the largest Aboriginal languages in Australia in terms of number of speakers. One of the most well-known terms for The Dreaming (an Aboriginal spiritual belief), Jukurrpa, derives from Warlpiri.Warnayaka (Wanayaga, Woneiga), Wawulya (Ngardilpa), and Ngalia are regarded as probable dialects of Warlpiri on the AUSTLANG database, although with potentially no data; while Ngardilypa is confirmed."
1020,564970,Algic languages,12507,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Algic_map_no_borders.svg/50px-Algic_map_no_borders.svg.png,Algic_map_no_borders.svg,"




The Algic (also Algonquian–Wiyot–Yurok or Algonquian–Ritwan) languages are an indigenous language family of North America. Most Algic languages belong to the Algonquian subfamily, dispersed over a broad area from the Rocky Mountains to Atlantic Canada. The other Algic languages are the Yurok and Wiyot of northwestern California, which, despite their geographic proximity, are not closely related. All these languages descend from Proto-Algic, a second-order proto-language estimated to have been spoken about 7,000 years ago and reconstructed using the reconstructed Proto-Algonquian language and the Wiyot and Yurok languages.
"
1022,905847,Austric languages,19232,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Austric_Languages.png/50px-Austric_Languages.png,Austric_Languages.png,"The Austric languages are a proposed language family that includes the Austronesian languages spoken in Taiwan, Maritime Southeast Asia, the Pacific Islands, and Madagascar, as well as the Austroasiatic languages spoken in Mainland Southeast Asia and South Asia. A genetic relationship between these language families is seen as plausible by some scholars, but remains unproven.Additionally, the Kra–Dai languages and Hmong–Mien languages are included by some linguists, and even Japanese was speculated to be Austric in an early version of the hypothesis."
1023,597,Austroasiatic languages,46199,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Austroasiatic-en.svg/44px-Austroasiatic-en.svg.png,Austroasiatic-en.svg,"

The Austroasiatic languages , also known as Mon–Khmer , are a large language family of Mainland Southeast Asia, also scattered throughout parts of India, Bangladesh, Nepal, and southern China. There are around 117 million speakers of Austroasiatic languages. Of these languages, only Vietnamese, Khmer and Mon have a long-established recorded history and only Vietnamese and Khmer have official status as modern national languages (in Vietnam and Cambodia, respectively). The Mon language is a recognised indigenous language in Myanmar and Thailand. In Myanmar, the Wa language is the de facto official language of Wa State. Santali is one of the 22 scheduled languages of India. The rest of the languages are spoken by minority groups and have no official status.
Ethnologue identifies 168 Austroasiatic languages. These form thirteen established families (plus perhaps Shompen, which is poorly attested, as a fourteenth), which have traditionally been grouped into two, as Mon–Khmer and Munda. However, one recent classification posits three groups (Munda, Nuclear Mon-Khmer and Khasi–Khmuic), while another has abandoned Mon–Khmer as a taxon altogether, making it synonymous with the larger family.Austroasiatic languages have a disjunct distribution across Southeast Asia and parts of India, Bangladesh, Nepal and East Asia, separated by regions where other languages are spoken. They appear to be the extant autochthonous languages of Mainland Southeast Asia (excluding the Andaman Islands), with the neighboring Kra–Dai, Hmong-Mien, Austronesian, and Sino-Tibetan languages being the result of later migrations."
1025,1030853,Choctaw language,41497,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Choctaw_USC2000_PHS.svg/50px-Choctaw_USC2000_PHS.svg.png,Choctaw_USC2000_PHS.svg,"The Choctaw language, traditionally spoken by the Native American Choctaw people of the southeastern United States, is a member of the Muskogean family. Chickasaw, Choctaw and Houma form the Western branch of the Muskogean language family. Although Chickasaw is sometimes listed as a dialect of Choctaw, more extensive documentation of Chickasaw has shown that Choctaw and Chickasaw are best treated as separate but closely related languages."
1028,5590267,Gondi language,11228,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Gondi_map.png/50px-Gondi_map.png,Gondi_map.png,"


Gondi (<span title=""ISO 15919 Indic (Devanagari script) transliteration"">Gōndi) (<span lang=""gon"" title=""Gondi language text"">𑵶𑶓𑶕𑶂𑶌, 𑴎𑴽𑵀𑴘𑴳, గోండీ, गोंडी i)s a South-Central Dravidian language, spoken by about two million Gondi people, chiefly in the Indian states of Madhya Pradesh, Telangana, Maharashtra and Chhattisgarh, and by small minorities in neighbouring states. Although it is the language of the Gond people, only one fifth of Gonds can speak the language, making it vulnerable to extinction. Gondi has a rich folk literature, examples of which are marriage songs and narrations.
"
1029,446674,Gutnish,7397,,,"Gutnish (US:  <i title=""English pronunciation respelling"">GOOT-nish), Gotlandic, or rarely Gutnic (Swedish: <i lang=""sv"">gotländska, <i lang=""sv"" title=""Swedish language text"">gutniska or <i lang=""sv"" title=""Swedish language text"">gutamål), refers to the original language spoken on parts of the islands of Gotland and Fårö. The different dialects of Gutnish, while stemming from the Old Gutnish (Swedish: <i lang=""sv"">Forngutniska) variety of Old Norse, are sometimes considered part of modern Swedish. Gutnish exists in two variants, Mainland Gotlandic (Swedish: <i lang=""sv"">Laumål), mostly spoken in the southern portion of Gotland, and Faroymal (Swedish: <i lang=""sv"">Fårömål), spoken on parts of the island of Fårö. UNESCO defines Gutnish as a ""definitely endangered language"" as of 2010.Some features of Gutnish include the preservation of Old Norse diphthongs like ai in for instance stain (Swedish sten, English stone) and oy in for example doy (Swedish dö, English die). There is also a triphthong that exists in no other Norse languages: iau as in skiaute/skiauta (Swedish skjuta, English shoot).
Most Gotlanders do not understand Gutnish, and speak Swedish, as contemporary Gutnish, due to long mutual exposure, is much closer to Swedish than Old Swedish and Old Gutnish were to each other.There are major efforts to revive the traditional version of Modern Gutnish, and Gutamålsgillet (the Gutnish Language Guild) is organizing classes and meetings for speakers of traditional Gutnish. According to the guild's webpage, there are now 1,500 people using Gutnish on Facebook."
1035,12565715,Naga languages,5267,,,"The Naga languages are a geographic and ethnic grouping of languages under the Kuki-Chin-Naga languages, spoken mostly by Naga peoples. Glottolog has classified Karbic and Meitei within the Naga group, even though their speakers are not ethnically Naga.
Northern Naga languages do not fall within the group, in spite of being spoken by Naga groups; instead, these form part of the Sal languages within Sino-Tibetan."
1036,16320787,Peninsular Spanish,4995,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Cantar_de_mio_Cid_f74r.jpg/34px-Cantar_de_mio_Cid_f74r.jpg,Cantar_de_mio_Cid_f74r.jpg,"Peninsular Spanish (Spanish: <i lang=""es"">español peninsular), also known as Spanish of Spain (Spanish: <i lang=""es"">español de España), European Spanish (Spanish: <i lang=""es"">español europeo) and Iberian Spanish (Spanish: <i lang=""es"">español ibérico), sometimes referred to as Castilian Spanish, are the varieties of the Spanish language spoken in the Iberian Peninsula, as opposed to the Spanish spoken in the Americas and in the Canary Islands. The related term Castilian Spanish is often applied to formal varieties of Spanish as spoken in Spain. According to folk tradition, the ""purest"" form of Peninsular Spanish is spoken in the Castilian province of Valladolid, although the concept of ""pure"" language has been questioned by modern linguists.In phonology, the most prominent distinguishing element of Peninsular Spanish varieties, except for the southernmost ones, is the preservation of a distinction between the phonemes <span title=""Representation in the International Phonetic Alphabet (IPA)"">/s/ and <span title=""Representation in the International Phonetic Alphabet (IPA)"">/θ/, represented respectively with the letters ⟨s⟩ on one hand and ⟨z⟩, or ⟨c⟩ before ⟨e / i⟩, on the other. This is usually called distinción in Spanish, while the lack of distinction between the two is called seseo or ceceo, depending on the phonetic outcome (<span title=""Representation in the International Phonetic Alphabet (IPA)"">[s] in the former case, <span title=""Representation in the International Phonetic Alphabet (IPA)"">[s̟] in the latter). On one hand, in the Spanish of the Americas and in parts of southern Spain, words spelled with ⟨z⟩, with ⟨c⟩ before ⟨e⟩ or ⟨i⟩, or with ⟨s⟩ are all typically pronounced with a sound similar to the English /s/; on the other hand, in the Peninsular dialects with distinción, words with ⟨z⟩ or with ⟨c⟩ before ⟨e⟩ or ⟨i⟩ are pronounced with <span title=""Representation in the International Phonetic Alphabet (IPA)"">[θ]—that is, the initial sound of the English word think. However, many Andalusian dialects and the Spanish spoken in the Canary Islands do not use distinción as a general rule, but rather use either seseo or ceceo.
In morphology, the most notable distinguishing feature of Peninsular Spanish is the use of the pronoun vosotros (along with its oblique form os) and its corresponding verb forms for the second person plural familiar. In virtually all other varieties of Modern Spanish (with the exception of Equatoguinean Spanish), for the second person plural, the familiar and the formal are merged in ustedes, with its verb forms. Again, the use of vosotros is uncommon in the Canary Islands and only partially introduced in Western Andalusia.
"
1037,16241770,Piscataway language,6941,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/White_piscataway.jpg/34px-White_piscataway.jpg,White_piscataway.jpg,"Piscataway is an extinct Algonquian language formerly spoken by the Piscataway, a dominant chiefdom in southern Maryland on the Western Shore of the Chesapeake Bay at time of contact with English settlers. Piscataway, also known as Conoy (from the Iroquois ethnonym for the tribe), is considered a dialect of Nanticoke.This designation is based on the scant evidence available for the Piscataway language. The Doeg tribe, then located in present-day Northern Virginia, are also thought to have spoken a form of the same language. These dialects were intermediate between the Native American language Lenape spoken to the north of this area (in present-day Delaware, New Jersey, Maryland, Pennsylvania, New York, and Connecticut) and the Powhatan language, formerly spoken to the south, in what is now Tidewater Virginia.
"
1039,576869,West Slavic languages,8110,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Lenguas_eslavas_occidentales.PNG/49px-Lenguas_eslavas_occidentales.PNG,Lenguas_eslavas_occidentales.PNG,"The West Slavic languages are a subdivision of the Slavic language group. They include Polish, Czech, Slovak, Kashubian, Upper Sorbian and Lower Sorbian. The languages are spoken across a continuous region encompassing the Czech Republic, Slovakia and Poland as well as the former East Germany and the westernmost regions of Ukraine and Belarus (and into Lithuania).
"
1040,10454287,Aja language,250,,,"There are two languages called Aja:

Aja language (Niger-Congo), part of the Gbe dialect continuum, spoken in Benin and Togo
Aja language (Nilo-Saharan), spoken in South Sudan"
1041,1974109,Aquitanian language,18887,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/UMMESAHARF.jpg/35px-UMMESAHARF.jpg,UMMESAHARF.jpg,"The Aquitanian language was spoken on both sides of the western Pyrenees in ancient Aquitaine (approximately between the Pyrenees and the Garonne, in the region later known as Gascony) and in the areas south of the Pyrenees in the valleys of the Basque Country before the Roman conquest. It probably survived in Aquitania north of the Pyrenees until the Early Middle Ages.
Archaeological, toponymical, and historical evidence shows that it was a language or group of languages that represent a precursor of the Basque language. The most important pieces of evidence are a series of votive and funerary texts in Latin which contain about 400 personal names and 70 names of gods.
"
1043,4124,Bantu languages,43485,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/African_language_families.png/46px-African_language_families.png,African_language_families.png,"The Bantu languages (English: , Proto-Bantu: *bantʊ̀) are a large family of languages spoken by the Bantu peoples throughout sub-Saharan Africa.
As part of the Bantoid group, they are part of the Benue–Congo language family, which in turn is part of the large Niger–Congo phylum.
The total number of Bantu languages ranges in the hundreds, depending on the definition of ""language"" versus ""dialect"", and is estimated at between 440 and 680 distinct languages. For Bantuic, Linguasphere (Part 2, Transafrican phylosector, phylozone 99) has 260 outer languages (which are equivalent to languages, inner languages being dialects). McWhorter points out, using a comparison of 16 languages from Bangi-Moi, Bangi-Ntamba, Koyo-Mboshi, Likwala-Sangha, Ngondi-Ngiri and Northern Mozambiqean, mostly from Guthrie Zone C, that many varieties are intercomprehensible.The total number of Bantu speakers is in the hundreds of millions, estimated around 350 million in the mid-2010s (roughly 30% of the total population of Africa or roughly 5% of world population).
Bantu languages are largely spoken southeast of Cameroon, throughout Central Africa, Southeast Africa and Southern Africa. About one-sixth of the Bantu speakers, and about one-third of Bantu languages, are found in the Democratic Republic of the Congo alone (c. 60 million speakers as of 2015). See list of Bantu peoples.
The Bantu language with the largest total number of speakers is Swahili; however, the majority of its speakers use it as a second language (L1: c. 16 million, L2: 80 million, as of 2015).Other major Bantu languages include Zulu, with 27 million speakers (15.7 million L2) and Shona, with about 11 million speakers (if Manyika and Ndau are included). Ethnologue separates the largely mutually intelligible Kinyarwanda and Kirundi, which, if grouped together, have 20 million speakers."
1045,545999,Gen language,1316,,,"Gen (also called Gɛ̃, Gɛn gbe, Gebe, Guin, Mina, Mina-Gen, and Popo) is a Gbe language spoken in the southeast of Togo in the Maritime Region. It is also spoken in the Mono Department of Benin. It is part of the Volta–Niger branch of the major African Niger–Congo language family. Like the other Gbe languages, Gen is a tonal language.
There were 200,000 Gen-speakers in Togo in 1991, and 130,000 in Benin in 2006."
1046,1560737,Hawaiʻi Sign Language,12950,,,"Hawaiʻi Sign Language (HSL), also known as Old Hawaiʻi Sign Language and Pidgin Sign Language (PSL), is an indigenous sign language used in Hawaiʻi. Although historical records document its presence on the islands as early as the 1820s, it was not formally recognized until 2013 by linguists at the University of Hawaiʻi. It is the first new language to be uncovered within the United States since the 1930s. Linguistic experts believe HSL may be the last undiscovered language in the country.Although previously believed to be related to American Sign Language (ASL), the two languages are in fact unrelated. The initial research team interviewed 19 Deaf people and two children of Deaf parents on four islands. It was found that eighty percent of HSL vocabulary is different from American Sign Language, proving that HSL is an independent language. Additionally, there is a HSL-ASL creole, Creole Hawaiʻi Sign Language (CHSL) which is used by approximately 40 individuals in the generations between those who signed HSL exclusively and those who sign ASL exclusively. However, since the 1940s ASL has almost fully replaced the use of HSL on the islands of Hawaiʻi and CHSL is likely to also be lost in the next 50 years.Prior to the recognition of HSL as a distinct language in 2013, it was an undocumented language. HSL is at risk of extinction due to its low number of signers and the adoption of ASL. With fewer than 30 signers remaining worldwide, HSL is considered critically endangered. Without documentation and revitalization efforts, such as the ongoing efforts initiated by Dr. James Woodward, Dr. Barbara Earth, and Linda Lambrecht, this language may become dormant or extinct."
1047,58221253,History of the Basque language,3379,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Euskararen_atzerakada1.svg/50px-Euskararen_atzerakada1.svg.png,Euskararen_atzerakada1.svg,"Basque <i lang=""eu"" title=""Basque language text"">euskara <span title=""Representation in the International Phonetic Alphabet (IPA)"">[eus̺ˈkaɾa]) is a pre-Indo-European language spoken in the Basque Country, extending over a strip along eastern areas of the Bay of Biscay in Spain and France, straddling the western Pyrenees. It is classified as a language isolate, having no demonstrable genetic relation to any other known language, with the sole exception of Aquitanian, which is generally considered to be an ancestral form of Basque.

Basque has been hypothesized to be the last remnant of a pre-Indo-European language family once spoken widely in Western Europe. By the Roman period, much of Western Europe was Indo-European-speaking, but but toponyms, personal names, and inscriptions attest to the presence of languages with Basque-like morphology and lexical roots around the Pyrenees. Since the Early Middle Ages, Basque has receded geographically, and for the past 400 years it has been largely confined to the Basque Country. Basque has both influenced and been influenced by its geographical neighbor languages, exchanging both loanwords and structures.Basque venturers took their language overseas since the 16th century, especially into the Americas, where it came to be diluted in the larger, prevailing colonial languages, like Spanish, French, or English. Basque remained until the late-20th century a language steeped in oral tradition and little use in writing, with its first written book attested in 1545, the Linguae Vasconum Primitiae. Basque was never used for official documents, and came to be gradually excluded as an oral communication language from governing, educative, administrative bodies, and finally also from Church. During the 20th century, scholars, writers and activists endeavoured to develop a long-discussed aspiration to create a unified, formal standard, which finally crystallized in standard Basque (euskara batua) as of 1968."
